fileName,Ranked1,Ranked2,Ranked3,Top1_overlap,Top3_overlap
zeppelin-0.7.1(0.7.0).csv,-200.0,-3.0,0.0,0.0,0.2
"zeppelin-0.7.1(0.7.0,0.6.2).csv",-4.0,-1.0,-4.0,0.0,0.2
"zeppelin-0.7.1(0.7.0,0.6.2,0.6.1).csv",-200.0,-1.0,-1.0,0.0,0.2
"zeppelin-0.7.1(0.7.0,0.6.2,0.6.1,0.6.0).csv",-200.0,1.0,-2.0,0.0,0.2
"zeppelin-0.7.1(0.7.0,0.6.2,0.6.1,0.6.0,0.5.6).csv",-4.0,-10.0,-7.0,0.0,0.0
"zeppelin-0.7.1(0.7.0,0.6.2,0.6.1,0.6.0,0.5.6,0.5.5).csv",-11.0,0.0,-200.0,0.0,0.2
"zeppelin-0.7.1(0.7.0,0.6.2,0.6.1,0.6.0,0.5.6,0.5.5,0.5.0).csv",-9.0,-10.0,0.0,0.0,0.2
zeppelin-0.7.2(0.7.1).csv,-10.0,-2.0,1.0,0.0,0.2
"zeppelin-0.7.2(0.7.1,0.7.0).csv",0.0,-2.0,1.0,1.0,0.5
"zeppelin-0.7.2(0.7.1,0.7.0,0.6.2).csv",-1.0,-11.0,0.0,0.0,0.5
"zeppelin-0.7.2(0.7.1,0.7.0,0.6.2,0.6.1).csv",0.0,-4.0,0.0,1.0,0.5
"zeppelin-0.7.2(0.7.1,0.7.0,0.6.2,0.6.1,0.6.0).csv",-1.0,-6.0,-200.0,0.0,0.2
"zeppelin-0.7.2(0.7.1,0.7.0,0.6.2,0.6.1,0.6.0,0.5.6).csv",-200.0,-2.0,-9.0,0.0,0.0
"zeppelin-0.7.2(0.7.1,0.7.0,0.6.2,0.6.1,0.6.0,0.5.6,0.5.5).csv",-1.0,-8.0,-10.0,0.0,0.2
"zeppelin-0.7.2(0.7.1,0.7.0,0.6.2,0.6.1,0.6.0,0.5.6,0.5.5,0.5.0).csv",-8.0,-13.0,-7.0,0.0,0.0
zeppelin-0.7.3(0.7.2).csv,-6.0,-200.0,-5.0,0.0,0.0
"zeppelin-0.7.3(0.7.2,0.7.1).csv",-6.0,-200.0,-9.0,0.0,0.0
"zeppelin-0.7.3(0.7.2,0.7.1,0.7.0).csv",0.0,-2.0,1.0,1.0,0.5
"zeppelin-0.7.3(0.7.2,0.7.1,0.7.0,0.6.2).csv",0.0,-8.0,-4.0,1.0,0.2
"zeppelin-0.7.3(0.7.2,0.7.1,0.7.0,0.6.2,0.6.1).csv",-7.0,1.0,0.0,0.0,0.5
"zeppelin-0.7.3(0.7.2,0.7.1,0.7.0,0.6.2,0.6.1,0.6.0).csv",-14.0,-5.0,-7.0,0.0,0.0
"zeppelin-0.7.3(0.7.2,0.7.1,0.7.0,0.6.2,0.6.1,0.6.0,0.5.6).csv",0.0,-3.0,-7.0,1.0,0.2
"zeppelin-0.7.3(0.7.2,0.7.1,0.7.0,0.6.2,0.6.1,0.6.0,0.5.6,0.5.5).csv",-1.0,-200.0,-4.0,0.0,0.2
"zeppelin-0.7.3(0.7.2,0.7.1,0.7.0,0.6.2,0.6.1,0.6.0,0.5.6,0.5.5,0.5.0).csv",-3.0,-200.0,-4.0,0.0,0.0
shiro-1.2.0(1.1.0).csv,0.0,0.0,0.0,1.0,1.0
shiro-1.2.1(1.2.0).csv,0.0,-2.0,-200.0,1.0,0.2
"shiro-1.2.1(1.2.0,1.1.0).csv",0.0,-4.0,-1.0,1.0,0.2
shiro-1.2.2(1.2.1).csv,-200.0,-1.0,1.0,0.0,0.5
"shiro-1.2.2(1.2.1,1.2.0).csv",-5.0,0.0,2.0,0.0,0.5
"shiro-1.2.2(1.2.1,1.2.0,1.1.0).csv",0.0,-6.0,0.0,1.0,0.5
shiro-1.2.3(1.2.2).csv,0.0,-200.0,-2.0,1.0,0.2
"shiro-1.2.3(1.2.2,1.2.1).csv",-2.0,-3.0,-4.0,0.0,0.2
"shiro-1.2.3(1.2.2,1.2.1,1.2.0).csv",-4.0,-1.0,-3.0,0.0,0.2
"shiro-1.2.3(1.2.2,1.2.1,1.2.0,1.1.0).csv",-200.0,-2.0,-3.0,0.0,0.0
shiro-1.2.4(1.2.3).csv,-200.0,1.0,1.0,0.0,0.5
"shiro-1.2.4(1.2.3,1.2.2).csv",0.0,-4.0,-4.0,1.0,0.2
"shiro-1.2.4(1.2.3,1.2.2,1.2.1).csv",-6.0,-1.0,-7.0,0.0,0.2
"shiro-1.2.4(1.2.3,1.2.2,1.2.1,1.2.0).csv",-4.0,1.0,-200.0,0.0,0.2
"shiro-1.2.4(1.2.3,1.2.2,1.2.1,1.2.0,1.1.0).csv",0.0,-200.0,-2.0,1.0,0.2
shiro-1.2.5(1.2.4).csv,-3.0,0.0,-5.0,0.0,0.2
"shiro-1.2.5(1.2.4,1.2.3).csv",-5.0,1.0,-5.0,0.0,0.2
"shiro-1.2.5(1.2.4,1.2.3,1.2.2).csv",-9.0,-10.0,-200.0,0.0,0.0
"shiro-1.2.5(1.2.4,1.2.3,1.2.2,1.2.1).csv",-200.0,-200.0,-200.0,0.0,0.0
"shiro-1.2.5(1.2.4,1.2.3,1.2.2,1.2.1,1.2.0).csv",-2.0,-4.0,-200.0,0.0,0.2
"shiro-1.2.5(1.2.4,1.2.3,1.2.2,1.2.1,1.2.0,1.1.0).csv",0.0,-200.0,0.0,1.0,0.5
shiro-1.2.6(1.2.5).csv,-200.0,1.0,1.0,0.0,0.5
"shiro-1.2.6(1.2.5,1.2.4).csv",-2.0,-6.0,-1.0,0.0,0.2
"shiro-1.2.6(1.2.5,1.2.4,1.2.3).csv",-1.0,-7.0,-200.0,0.0,0.2
"shiro-1.2.6(1.2.5,1.2.4,1.2.3,1.2.2).csv",-200.0,-9.0,-9.0,0.0,0.0
"shiro-1.2.6(1.2.5,1.2.4,1.2.3,1.2.2,1.2.1).csv",-4.0,1.0,-1.0,0.0,0.2
"shiro-1.2.6(1.2.5,1.2.4,1.2.3,1.2.2,1.2.1,1.2.0).csv",-1.0,-200.0,-200.0,0.0,0.2
"shiro-1.2.6(1.2.5,1.2.4,1.2.3,1.2.2,1.2.1,1.2.0,1.1.0).csv",-200.0,-200.0,2.0,0.0,0.3333333333333333
shiro-1.3.0(1.2.6).csv,-200.0,1.0,-1.0,0.0,0.2
"shiro-1.3.0(1.2.6,1.2.5).csv",-6.0,-6.0,-2.0,0.0,0.0
"shiro-1.3.0(1.2.6,1.2.5,1.2.4).csv",-1.0,1.0,-2.0,0.0,0.5
"shiro-1.3.0(1.2.6,1.2.5,1.2.4,1.2.3).csv",-7.0,-1.0,-10.0,0.0,0.2
"shiro-1.3.0(1.2.6,1.2.5,1.2.4,1.2.3,1.2.2).csv",-1.0,1.0,-5.0,0.0,0.5
"shiro-1.3.0(1.2.6,1.2.5,1.2.4,1.2.3,1.2.2,1.2.1).csv",-1.0,-3.0,0.0,0.0,0.5
"shiro-1.3.0(1.2.6,1.2.5,1.2.4,1.2.3,1.2.2,1.2.1,1.2.0).csv",-7.0,-1.0,2.0,0.0,0.5
"shiro-1.3.0(1.2.6,1.2.5,1.2.4,1.2.3,1.2.2,1.2.1,1.2.0,1.1.0).csv",0.0,-4.0,-200.0,1.0,0.2
shiro-1.3.1(1.3.0).csv,0.0,-200.0,-3.0,1.0,0.2
"shiro-1.3.1(1.3.0,1.2.6).csv",-2.0,-200.0,-3.0,0.0,0.2
"shiro-1.3.1(1.3.0,1.2.6,1.2.5).csv",-2.0,-7.0,-3.0,0.0,0.2
"shiro-1.3.1(1.3.0,1.2.6,1.2.5,1.2.4).csv",-7.0,-4.0,-1.0,0.0,0.0
"shiro-1.3.1(1.3.0,1.2.6,1.2.5,1.2.4,1.2.3).csv",-2.0,0.0,-3.0,0.0,0.5
"shiro-1.3.1(1.3.0,1.2.6,1.2.5,1.2.4,1.2.3,1.2.2).csv",-3.0,0.0,-4.0,0.0,0.2
"shiro-1.3.1(1.3.0,1.2.6,1.2.5,1.2.4,1.2.3,1.2.2,1.2.1).csv",-1.0,-2.0,0.0,0.0,0.5
"shiro-1.3.1(1.3.0,1.2.6,1.2.5,1.2.4,1.2.3,1.2.2,1.2.1,1.2.0).csv",-2.0,1.0,-4.0,0.0,0.5
"shiro-1.3.1(1.3.0,1.2.6,1.2.5,1.2.4,1.2.3,1.2.2,1.2.1,1.2.0,1.1.0).csv",0.0,-3.0,-200.0,1.0,0.2
maven-2.2.1(2.2.0).csv,-3.0,-200.0,-200.0,0.0,0.0
maven-3.0.0(2.2.1).csv,-200.0,-6.0,-200.0,0.0,0.0
"maven-3.0.0(2.2.1,2.2.0).csv",-5.0,-200.0,-4.0,0.0,0.0
maven-3.0.1(3.0.0).csv,0.0,-200.0,1.0,1.0,0.5
"maven-3.0.1(3.0.0,2.2.1).csv",-5.0,-6.0,-200.0,0.0,0.0
"maven-3.0.1(3.0.0,2.2.1,2.2.0).csv",-200.0,-2.0,2.0,0.0,0.2
maven-3.0.2(3.0.1).csv,0.0,-200.0,-5.0,1.0,0.2
"maven-3.0.2(3.0.1,3.0.0).csv",-200.0,-9.0,2.0,0.0,0.2
"maven-3.0.2(3.0.1,3.0.0,2.2.1).csv",-3.0,-7.0,-7.0,0.0,0.0
"maven-3.0.2(3.0.1,3.0.0,2.2.1,2.2.0).csv",0.0,-8.0,0.0,1.0,0.5
maven-3.0.3(3.0.2).csv,-200.0,0.0,-200.0,0.0,0.2
"maven-3.0.3(3.0.2,3.0.1).csv",-4.0,0.0,-5.0,0.0,0.2
"maven-3.0.3(3.0.2,3.0.1,3.0.0).csv",-5.0,-14.0,-9.0,0.0,0.0
"maven-3.0.3(3.0.2,3.0.1,3.0.0,2.2.1).csv",0.0,-1.0,-5.0,1.0,0.5
"maven-3.0.3(3.0.2,3.0.1,3.0.0,2.2.1,2.2.0).csv",-9.0,1.0,-6.0,0.0,0.2
maven-3.0.4(3.0.3).csv,-200.0,-5.0,-6.0,0.0,0.0
"maven-3.0.4(3.0.3,3.0.2).csv",0.0,-2.0,-2.0,1.0,0.2
"maven-3.0.4(3.0.3,3.0.2,3.0.1).csv",-3.0,-13.0,2.0,0.0,0.2
"maven-3.0.4(3.0.3,3.0.2,3.0.1,3.0.0).csv",-3.0,-1.0,1.0,0.0,0.5
"maven-3.0.4(3.0.3,3.0.2,3.0.1,3.0.0,2.2.1).csv",-2.0,1.0,-5.0,0.0,0.5
"maven-3.0.4(3.0.3,3.0.2,3.0.1,3.0.0,2.2.1,2.2.0).csv",0.0,-2.0,-10.0,1.0,0.2
maven-3.0.5(3.0.4).csv,-200.0,1.0,-2.0,0.0,0.2
"maven-3.0.5(3.0.4,3.0.3).csv",-3.0,-3.0,2.0,0.0,0.2
"maven-3.0.5(3.0.4,3.0.3,3.0.2).csv",-5.0,-7.0,1.0,0.0,0.2
"maven-3.0.5(3.0.4,3.0.3,3.0.2,3.0.1).csv",-1.0,-200.0,0.0,0.0,0.5
"maven-3.0.5(3.0.4,3.0.3,3.0.2,3.0.1,3.0.0).csv",-1.0,-6.0,-2.0,0.0,0.2
"maven-3.0.5(3.0.4,3.0.3,3.0.2,3.0.1,3.0.0,2.2.1).csv",-5.0,-6.0,0.0,0.0,0.2
"maven-3.0.5(3.0.4,3.0.3,3.0.2,3.0.1,3.0.0,2.2.1,2.2.0).csv",-7.0,-5.0,1.0,0.0,0.2
maven-3.1.0(3.0.5).csv,-200.0,-3.0,-9.0,0.0,0.0
"maven-3.1.0(3.0.5,3.0.4).csv",0.0,0.0,-200.0,1.0,0.5
"maven-3.1.0(3.0.5,3.0.4,3.0.3).csv",0.0,-200.0,-1.0,1.0,0.2
"maven-3.1.0(3.0.5,3.0.4,3.0.3,3.0.2).csv",-6.0,-1.0,-2.0,0.0,0.2
"maven-3.1.0(3.0.5,3.0.4,3.0.3,3.0.2,3.0.1).csv",-5.0,-8.0,-1.0,0.0,0.0
"maven-3.1.0(3.0.5,3.0.4,3.0.3,3.0.2,3.0.1,3.0.0).csv",0.0,-10.0,-2.0,1.0,0.2
"maven-3.1.0(3.0.5,3.0.4,3.0.3,3.0.2,3.0.1,3.0.0,2.2.1).csv",-8.0,1.0,1.0,0.0,0.5
"maven-3.1.0(3.0.5,3.0.4,3.0.3,3.0.2,3.0.1,3.0.0,2.2.1,2.2.0).csv",-1.0,-1.0,-1.0,0.0,0.5
maven-3.1.1(3.1.0).csv,0.0,0.0,0.0,1.0,1.0
"maven-3.1.1(3.1.0,3.0.5).csv",-7.0,-200.0,2.0,0.0,0.2
"maven-3.1.1(3.1.0,3.0.5,3.0.4).csv",-9.0,-6.0,-4.0,0.0,0.0
"maven-3.1.1(3.1.0,3.0.5,3.0.4,3.0.3).csv",-10.0,-2.0,-6.0,0.0,0.0
"maven-3.1.1(3.1.0,3.0.5,3.0.4,3.0.3,3.0.2).csv",-2.0,0.0,-3.0,0.0,0.5
"maven-3.1.1(3.1.0,3.0.5,3.0.4,3.0.3,3.0.2,3.0.1).csv",-4.0,0.0,-200.0,0.0,0.2
"maven-3.1.1(3.1.0,3.0.5,3.0.4,3.0.3,3.0.2,3.0.1,3.0.0).csv",-1.0,-3.0,2.0,0.0,0.5
"maven-3.1.1(3.1.0,3.0.5,3.0.4,3.0.3,3.0.2,3.0.1,3.0.0,2.2.1).csv",-200.0,0.0,0.0,0.0,0.5
"maven-3.1.1(3.1.0,3.0.5,3.0.4,3.0.3,3.0.2,3.0.1,3.0.0,2.2.1,2.2.0).csv",-1.0,-2.0,0.0,0.0,0.5
flume-1.3.0(1.2.0).csv,-5.0,-200.0,-2.0,0.0,0.0
flume-1.3.1(1.3.0).csv,-4.0,-2.0,-3.0,0.0,0.0
"flume-1.3.1(1.3.0,1.2.0).csv",-1.0,-4.0,-200.0,0.0,0.2
flume-1.4.0(1.3.1).csv,-1.0,-8.0,-200.0,0.0,0.2
"flume-1.4.0(1.3.1,1.3.0).csv",-1.0,-6.0,-7.0,0.0,0.2
"flume-1.4.0(1.3.1,1.3.0,1.2.0).csv",-1.0,-5.0,-3.0,0.0,0.2
flume-1.5.0(1.4.0).csv,-200.0,0.0,-5.0,0.0,0.2
"flume-1.5.0(1.4.0,1.3.1).csv",-1.0,-8.0,0.0,0.0,0.5
"flume-1.5.0(1.4.0,1.3.1,1.3.0).csv",-200.0,-7.0,-10.0,0.0,0.0
"flume-1.5.0(1.4.0,1.3.1,1.3.0,1.2.0).csv",-3.0,1.0,-11.0,0.0,0.2
flume-1.5.1(1.5.0).csv,-2.0,-8.0,-200.0,0.0,0.2
"flume-1.5.1(1.5.0,1.4.0).csv",-9.0,-200.0,-5.0,0.0,0.0
"flume-1.5.1(1.5.0,1.4.0,1.3.1).csv",0.0,-200.0,0.0,1.0,0.5
"flume-1.5.1(1.5.0,1.4.0,1.3.1,1.3.0).csv",-1.0,-1.0,-200.0,0.0,0.5
"flume-1.5.1(1.5.0,1.4.0,1.3.1,1.3.0,1.2.0).csv",-2.0,1.0,-8.0,0.0,0.5
flume-1.5.2(1.5.1).csv,-11.0,-200.0,-4.0,0.0,0.0
"flume-1.5.2(1.5.1,1.5.0).csv",-200.0,-9.0,-2.0,0.0,0.0
"flume-1.5.2(1.5.1,1.5.0,1.4.0).csv",-8.0,-2.0,-9.0,0.0,0.0
"flume-1.5.2(1.5.1,1.5.0,1.4.0,1.3.1).csv",-2.0,-12.0,-8.0,0.0,0.2
"flume-1.5.2(1.5.1,1.5.0,1.4.0,1.3.1,1.3.0).csv",-6.0,1.0,-1.0,0.0,0.2
"flume-1.5.2(1.5.1,1.5.0,1.4.0,1.3.1,1.3.0,1.2.0).csv",-1.0,-8.0,-5.0,0.0,0.2
flume-1.6.0(1.5.2).csv,-6.0,-1.0,-8.0,0.0,0.2
"flume-1.6.0(1.5.2,1.5.1).csv",-200.0,-200.0,2.0,0.0,0.2
"flume-1.6.0(1.5.2,1.5.1,1.5.0).csv",-14.0,-1.0,-5.0,0.0,0.2
"flume-1.6.0(1.5.2,1.5.1,1.5.0,1.4.0).csv",-7.0,-200.0,-10.0,0.0,0.0
"flume-1.6.0(1.5.2,1.5.1,1.5.0,1.4.0,1.3.1).csv",-5.0,-5.0,-12.0,0.0,0.0
"flume-1.6.0(1.5.2,1.5.1,1.5.0,1.4.0,1.3.1,1.3.0).csv",-14.0,-6.0,-200.0,0.0,0.0
"flume-1.6.0(1.5.2,1.5.1,1.5.0,1.4.0,1.3.1,1.3.0,1.2.0).csv",-1.0,1.0,-200.0,0.0,0.5
flume-1.7.0(1.6.0).csv,0.0,0.0,0.0,1.0,1.0
"flume-1.7.0(1.6.0,1.5.2).csv",-2.0,-200.0,-5.0,0.0,0.2
"flume-1.7.0(1.6.0,1.5.2,1.5.1).csv",-13.0,1.0,-8.0,0.0,0.2
"flume-1.7.0(1.6.0,1.5.2,1.5.1,1.5.0).csv",0.0,-12.0,-12.0,1.0,0.2
"flume-1.7.0(1.6.0,1.5.2,1.5.1,1.5.0,1.4.0).csv",0.0,-1.0,-9.0,1.0,0.5
"flume-1.7.0(1.6.0,1.5.2,1.5.1,1.5.0,1.4.0,1.3.1).csv",-6.0,-200.0,-1.0,0.0,0.0
"flume-1.7.0(1.6.0,1.5.2,1.5.1,1.5.0,1.4.0,1.3.1,1.3.0).csv",-11.0,-8.0,0.0,0.0,0.2
"flume-1.7.0(1.6.0,1.5.2,1.5.1,1.5.0,1.4.0,1.3.1,1.3.0,1.2.0).csv",0.0,-3.0,-13.0,1.0,0.2
flume-1.8.0(1.7.0).csv,0.0,0.0,0.0,1.0,1.0
"flume-1.8.0(1.7.0,1.6.0).csv",0.0,0.0,0.0,1.0,1.0
"flume-1.8.0(1.7.0,1.6.0,1.5.2).csv",-4.0,1.0,-8.0,0.0,0.2
"flume-1.8.0(1.7.0,1.6.0,1.5.2,1.5.1).csv",-6.0,-200.0,-7.0,0.0,0.0
"flume-1.8.0(1.7.0,1.6.0,1.5.2,1.5.1,1.5.0).csv",-1.0,-9.0,-9.0,0.0,0.2
"flume-1.8.0(1.7.0,1.6.0,1.5.2,1.5.1,1.5.0,1.4.0).csv",-3.0,-8.0,-8.0,0.0,0.0
"flume-1.8.0(1.7.0,1.6.0,1.5.2,1.5.1,1.5.0,1.4.0,1.3.1).csv",-2.0,0.0,2.0,0.0,1.0
"flume-1.8.0(1.7.0,1.6.0,1.5.2,1.5.1,1.5.0,1.4.0,1.3.1,1.3.0).csv",-6.0,-8.0,1.0,0.0,0.2
"flume-1.8.0(1.7.0,1.6.0,1.5.2,1.5.1,1.5.0,1.4.0,1.3.1,1.3.0,1.2.0).csv",-5.0,-200.0,-1.0,0.0,0.0
mahout-0.5(0.4).csv,0.0,0.0,0.0,1.0,1.0
mahout-0.6(0.5).csv,0.0,0.0,0.0,1.0,1.0
"mahout-0.6(0.5,0.4).csv",0.0,0.0,0.0,1.0,1.0
mahout-0.7(0.6).csv,0.0,0.0,0.0,1.0,1.0
"mahout-0.7(0.6,0.5).csv",0.0,0.0,0.0,1.0,1.0
"mahout-0.7(0.6,0.5,0.4).csv",0.0,0.0,0.0,1.0,1.0
mahout-0.8(0.7).csv,0.0,0.0,0.0,1.0,1.0
"mahout-0.8(0.7,0.6).csv",0.0,0.0,0.0,1.0,1.0
"mahout-0.8(0.7,0.6,0.5).csv",0.0,0.0,0.0,1.0,1.0
"mahout-0.8(0.7,0.6,0.5,0.4).csv",0.0,0.0,0.0,1.0,1.0
mahout-0.9(0.8).csv,0.0,0.0,0.0,1.0,1.0
"mahout-0.9(0.8,0.7).csv",0.0,0.0,0.0,1.0,1.0
"mahout-0.9(0.8,0.7,0.6).csv",0.0,0.0,0.0,1.0,1.0
"mahout-0.9(0.8,0.7,0.6,0.5).csv",0.0,0.0,0.0,1.0,1.0
"mahout-0.9(0.8,0.7,0.6,0.5,0.4).csv",0.0,0.0,0.0,1.0,1.0
mahout-0.10.0(0.9).csv,-1.0,1.0,0.0,0.0,1.0
"mahout-0.10.0(0.9,0.8).csv",0.0,0.0,-2.0,1.0,0.5
"mahout-0.10.0(0.9,0.8,0.7).csv",-5.0,-8.0,-6.0,0.0,0.0
"mahout-0.10.0(0.9,0.8,0.7,0.6).csv",-1.0,1.0,-200.0,0.0,0.5
"mahout-0.10.0(0.9,0.8,0.7,0.6,0.5).csv",-1.0,-200.0,-10.0,0.0,0.2
"mahout-0.10.0(0.9,0.8,0.7,0.6,0.5,0.4).csv",0.0,0.0,0.0,1.0,1.0
mahout-0.11.0(0.10.0).csv,0.0,-200.0,-1.0,1.0,0.2
"mahout-0.11.0(0.10.0,0.9).csv",-5.0,-1.0,-4.0,0.0,0.2
"mahout-0.11.0(0.10.0,0.9,0.8).csv",0.0,-200.0,1.0,1.0,0.5
"mahout-0.11.0(0.10.0,0.9,0.8,0.7).csv",0.0,0.0,-200.0,1.0,0.5
"mahout-0.11.0(0.10.0,0.9,0.8,0.7,0.6).csv",-2.0,0.0,-1.0,0.0,0.5
"mahout-0.11.0(0.10.0,0.9,0.8,0.7,0.6,0.5).csv",0.0,0.0,-200.0,1.0,0.5
"mahout-0.11.0(0.10.0,0.9,0.8,0.7,0.6,0.5,0.4).csv",-1.0,-1.0,-200.0,0.0,0.5
mahout-0.12.0(0.11.0).csv,0.0,-7.0,0.0,1.0,0.5
"mahout-0.12.0(0.11.0,0.10.0).csv",0.0,-1.0,-3.0,1.0,0.5
"mahout-0.12.0(0.11.0,0.10.0,0.9).csv",-4.0,-1.0,2.0,0.0,0.5
"mahout-0.12.0(0.11.0,0.10.0,0.9,0.8).csv",-2.0,-2.0,2.0,0.0,0.5
"mahout-0.12.0(0.11.0,0.10.0,0.9,0.8,0.7).csv",-1.0,1.0,-200.0,0.0,0.5
"mahout-0.12.0(0.11.0,0.10.0,0.9,0.8,0.7,0.6).csv",0.0,0.0,-2.0,1.0,0.5
"mahout-0.12.0(0.11.0,0.10.0,0.9,0.8,0.7,0.6,0.5).csv",0.0,0.0,-4.0,1.0,0.5
"mahout-0.12.0(0.11.0,0.10.0,0.9,0.8,0.7,0.6,0.5,0.4).csv",0.0,0.0,-2.0,1.0,0.5
mahout-0.13.0(0.12.0).csv,0.0,-200.0,-3.0,1.0,0.2
"mahout-0.13.0(0.12.0,0.11.0).csv",0.0,-1.0,1.0,1.0,1.0
"mahout-0.13.0(0.12.0,0.11.0,0.10.0).csv",-200.0,-6.0,-11.0,0.0,0.0
"mahout-0.13.0(0.12.0,0.11.0,0.10.0,0.9).csv",-200.0,-200.0,-10.0,0.0,0.0
"mahout-0.13.0(0.12.0,0.11.0,0.10.0,0.9,0.8).csv",0.0,-4.0,1.0,1.0,0.5
"mahout-0.13.0(0.12.0,0.11.0,0.10.0,0.9,0.8,0.7).csv",0.0,0.0,-200.0,1.0,0.5
"mahout-0.13.0(0.12.0,0.11.0,0.10.0,0.9,0.8,0.7,0.6).csv",0.0,0.0,0.0,1.0,1.0
"mahout-0.13.0(0.12.0,0.11.0,0.10.0,0.9,0.8,0.7,0.6,0.5).csv",0.0,0.0,-200.0,1.0,0.5
"mahout-0.13.0(0.12.0,0.11.0,0.10.0,0.9,0.8,0.7,0.6,0.5,0.4).csv",0.0,-1.0,-1.0,1.0,0.5
