fileName,Ranked1,Ranked2,Ranked3,Top1_overlap,Top3_overlap,IL/Ins
"zeppelin-0.6.2(0.6.1,0.6.0,0.5.6,0.5.5).csv",-2,-8,1,0.0,0.5,0.06396588486140725
"flume-1.5.2(1.5.1,1.5.0,1.4.0,1.3.1).csv",-33,0,-28,0.0,0.2,0.06374722838137473
"zeppelin-0.6.1(0.6.0,0.5.6).csv",-18,-4,0,0.0,0.2,0.06289308176100629
"flume-1.6.0(1.5.2,1.5.1,1.5.0,1.4.0,1.3.1,1.3.0).csv",-5,-17,-5,0.0,0.0,0.06268768768768769
"zeppelin-0.7.1(0.7.0,0.6.2,0.6.1,0.6.0,0.5.6).csv",-2,-7,-9,0.0,0.2,0.062457569585879155
"zeppelin-0.7.1(0.7.0,0.6.2,0.6.1).csv",0,-15,-2,1.0,0.2,0.06224899598393574
"zeppelin-0.7.2(0.7.1,0.7.0,0.6.2,0.6.1,0.6.0).csv",-4,-9,-21,0.0,0.0,0.061946902654867256
"zeppelin-0.6.2(0.6.1,0.6.0,0.5.6,0.5.5,0.5.0).csv",-3,-3,-8,0.0,0.0,0.061855670103092786
"zeppelin-0.7.1(0.7.0,0.6.2,0.6.1,0.6.0,0.5.6,0.5.5).csv",-7,-14,1,0.0,0.2,0.061547836684948204
"zeppelin-0.7.3(0.7.2,0.7.1,0.7.0,0.6.2,0.6.1,0.6.0).csv",0,-10,-1,1.0,0.2,0.06125356125356125
"flume-1.5.1(1.5.0,1.4.0,1.3.1).csv",-1,-30,-21,0.0,0.2,0.060882800608828
"flume-1.5.2(1.5.1,1.5.0,1.4.0,1.3.1,1.3.0).csv",-6,-7,-36,0.0,0.0,0.06071757129714812
"zeppelin-0.7.2(0.7.1,0.7.0,0.6.2,0.6.1,0.6.0,0.5.6).csv",-6,0,0,0.0,0.5,0.0605416887944769
"zeppelin-0.6.1(0.6.0,0.5.6,0.5.5).csv",-2,1,-10,0.0,0.5,0.06046511627906977
"zeppelin-0.7.1(0.7.0,0.6.2,0.6.1,0.6.0,0.5.6,0.5.5,0.5.0).csv",-8,-1,-22,0.0,0.2,0.060451977401129946
"zeppelin-0.7.3(0.7.2,0.7.1,0.7.0,0.6.2,0.6.1,0.6.0,0.5.6).csv",0,0,-4,1.0,0.5,0.06015693112467306
"zeppelin-0.7.2(0.7.1,0.7.0,0.6.2,0.6.1,0.6.0,0.5.6,0.5.5).csv",-6,-4,2,0.0,0.2,0.05997074597757192
"zeppelin-0.7.2(0.7.1,0.7.0,0.6.2,0.6.1).csv",0,-6,-27,1.0,0.2,0.059743954480796585
"zeppelin-0.7.3(0.7.2,0.7.1,0.7.0,0.6.2,0.6.1,0.6.0,0.5.6,0.5.5).csv",0,-1,-10,1.0,0.5,0.05970755483346873
"flume-1.6.0(1.5.2,1.5.1,1.5.0,1.4.0,1.3.1,1.3.0,1.2.0).csv",-18,-37,-14,0.0,0.0,0.05960490463215259
flume-1.5.0(1.4.0).csv,-23,-26,-26,0.0,0.0,0.059602649006622516
"zeppelin-0.7.3(0.7.2,0.7.1,0.7.0,0.6.2,0.6.1).csv",0,-2,-13,1.0,0.2,0.05943863511282334
"zeppelin-0.7.2(0.7.1,0.7.0,0.6.2,0.6.1,0.6.0,0.5.6,0.5.5,0.5.0).csv",-17,-9,1,0.0,0.2,0.05917431192660551
"zeppelin-0.7.3(0.7.2,0.7.1,0.7.0,0.6.2,0.6.1,0.6.0,0.5.6,0.5.5,0.5.0).csv",-1,1,-1,0.0,0.5,0.05905055962948669
zeppelin-0.7.3(0.7.2).csv,-12,-6,-11,0.0,0.0,0.058394160583941604
"zeppelin-0.7.1(0.7.0,0.6.2).csv",0,-1,-15,1.0,0.5,0.05832147937411095
"zeppelin-0.6.1(0.6.0,0.5.6,0.5.5,0.5.0).csv",-22,-34,-17,0.0,0.0,0.05813953488372093
"flume-1.5.1(1.5.0,1.4.0,1.3.1,1.3.0).csv",-20,0,-11,0.0,0.2,0.05760095011876484
"flume-1.5.2(1.5.1,1.5.0,1.4.0,1.3.1,1.3.0,1.2.0).csv",-4,0,-1,0.0,0.2,0.05723630417007359
"zeppelin-0.7.3(0.7.2,0.7.1,0.7.0,0.6.2).csv",-1,1,-2,0.0,0.5,0.05708661417322835
"zeppelin-0.7.2(0.7.1,0.7.0,0.6.2).csv",0,-10,0,1.0,0.5,0.05660377358490566
"zeppelin-0.7.3(0.7.2,0.7.1).csv",-5,-26,-22,0.0,0.0,0.05602923264311815
"flume-1.5.0(1.4.0,1.3.1).csv",0,-7,-15,1.0,0.2,0.05461165048543689
"flume-1.5.1(1.5.0,1.4.0,1.3.1,1.3.0,1.2.0).csv",-26,-4,-2,0.0,0.0,0.05368098159509203
zeppelin-0.7.2(0.7.1).csv,-14,-39,-29,0.0,0.0,0.05365853658536585
zeppelin-0.5.6(0.5.5).csv,-3,-7,-30,0.0,0.0,0.05357142857142857
"flume-1.7.0(1.6.0,1.5.2,1.5.1,1.5.0,1.4.0).csv",-33,-13,-1,0.0,0.0,0.053462940461725394
"zeppelin-0.7.3(0.7.2,0.7.1,0.7.0).csv",0,-12,-20,1.0,0.2,0.052845528455284556
"flume-1.7.0(1.6.0,1.5.2,1.5.1,1.5.0,1.4.0,1.3.1).csv",-30,-24,-4,0.0,0.0,0.0528169014084507
"flume-1.7.0(1.6.0,1.5.2,1.5.1,1.5.0).csv",-11,-39,-2,0.0,0.0,0.052083333333333336
"flume-1.7.0(1.6.0,1.5.2,1.5.1,1.5.0,1.4.0,1.3.1,1.3.0).csv",-20,-12,-24,0.0,0.0,0.052024922118380064
"flume-1.5.0(1.4.0,1.3.1,1.3.0).csv",-35,-41,-36,0.0,0.0,0.051926298157453935
"zeppelin-0.6.0(0.5.6,0.5.5).csv",-27,-20,-29,0.0,0.0,0.05056179775280899
"zeppelin-0.5.6(0.5.5,0.5.0).csv",-30,-22,-9,0.0,0.0,0.050505050505050504
"flume-1.7.0(1.6.0,1.5.2,1.5.1,1.5.0,1.4.0,1.3.1,1.3.0,1.2.0).csv",-23,-7,-1,0.0,0.0,0.05025847214244687
"zeppelin-0.7.2(0.7.1,0.7.0).csv",-29,-37,-5,0.0,0.0,0.050061050061050064
"zeppelin-0.6.0(0.5.6,0.5.5,0.5.0).csv",-16,-23,-11,0.0,0.0,0.049484536082474224
flume-1.4.0(1.3.1).csv,-3,-1,-6,0.0,0.2,0.04851752021563342
zeppelin-0.6.0(0.5.6).csv,-15,-7,-20,0.0,0.0,0.047872340425531915
"flume-1.5.0(1.4.0,1.3.1,1.3.0,1.2.0).csv",-19,-32,-7,0.0,0.0,0.047748976807639835
"flume-1.4.0(1.3.1,1.3.0).csv",-5,-38,1,0.0,0.2,0.04723346828609987
zeppelin-0.5.5(0.5.0).csv,-30,0,-37,0.0,0.2,0.046511627906976744
zeppelin-0.7.1(0.7.0).csv,-18,-27,-41,0.0,0.0,0.04645476772616137
flume-1.3.1(1.3.0).csv,-42,-15,-9,0.0,0.0,0.04594594594594595
"flume-1.7.0(1.6.0,1.5.2,1.5.1).csv",-24,-42,-3,0.0,0.0,0.045871559633027525
"flume-1.8.0(1.7.0,1.6.0,1.5.2,1.5.1,1.5.0,1.4.0,1.3.1,1.3.0).csv",-26,-11,-35,0.0,0.0,0.044261860588391204
"flume-1.8.0(1.7.0,1.6.0,1.5.2,1.5.1,1.5.0,1.4.0,1.3.1).csv",-8,-34,-15,0.0,0.0,0.044078754040552455
"flume-1.8.0(1.7.0,1.6.0,1.5.2,1.5.1,1.5.0,1.4.0).csv",-6,0,-18,0.0,0.2,0.04353562005277045
"flume-1.8.0(1.7.0,1.6.0,1.5.2,1.5.1,1.5.0,1.4.0,1.3.1,1.3.0,1.2.0).csv",-40,-37,-25,0.0,0.0,0.04326328800988875
"flume-1.4.0(1.3.1,1.3.0,1.2.0).csv",-10,-21,-12,0.0,0.0,0.04244817374136229
"flume-1.8.0(1.7.0,1.6.0,1.5.2,1.5.1,1.5.0).csv",-22,-19,-15,0.0,0.0,0.0407134548274525
"flume-1.3.1(1.3.0,1.2.0).csv",-4,-1,-26,0.0,0.2,0.03894080996884735
"flume-1.7.0(1.6.0,1.5.2).csv",-15,-22,2,0.0,0.2,0.033783783783783786
"flume-1.8.0(1.7.0,1.6.0,1.5.2,1.5.1).csv",-1,-27,-18,0.0,0.2,0.03350885591191958
flume-1.3.0(1.2.0).csv,-38,-41,-41,0.0,0.0,0.029411764705882353
"flume-1.8.0(1.7.0,1.6.0,1.5.2).csv",0,-42,-3,1.0,0.2,0.021888680425265792
maven-3.0.5(3.0.4).csv,-8,-8,-29,0.0,0.0,0.013215859030837005
"maven-3.1.0(3.0.5,3.0.4).csv",-39,-9,-38,0.0,0.0,0.013215859030837005
maven-3.1.0(3.0.5).csv,-10,-35,-10,0.0,0.0,0.013215859030837005
"maven-3.1.0(3.0.5,3.0.4,3.0.3).csv",-3,-9,-2,0.0,0.0,0.01224889759921607
"maven-3.1.0(3.0.5,3.0.4,3.0.3,3.0.2).csv",-4,-4,-19,0.0,0.0,0.011769032732622288
"maven-3.0.5(3.0.4,3.0.3).csv",-43,-19,-38,0.0,0.0,0.011764705882352941
"maven-3.0.5(3.0.4,3.0.3,3.0.2).csv",-32,-4,-41,0.0,0.0,0.011285574092247301
"maven-3.1.0(3.0.5,3.0.4,3.0.3,3.0.2,3.0.1).csv",-9,-3,0,0.0,0.2,0.011222681630242174
"maven-3.0.5(3.0.4,3.0.3,3.0.2,3.0.1).csv",-33,-40,-17,0.0,0.0,0.010720887245841035
"maven-3.1.0(3.0.5,3.0.4,3.0.3,3.0.2,3.0.1,3.0.0).csv",-7,-5,1,0.0,0.2,0.010617283950617284
maven-3.0.3(3.0.2).csv,0,-20,1,1.0,0.5,0.01032448377581121
"maven-3.0.4(3.0.3,3.0.2).csv",-4,1,-39,0.0,0.2,0.010316875460574797
maven-3.0.4(3.0.3).csv,-5,-21,-26,0.0,0.0,0.010309278350515464
"maven-3.1.0(3.0.5,3.0.4,3.0.3,3.0.2,3.0.1,3.0.0,2.2.1).csv",-3,0,2,0.0,0.5,0.010290418477018065
"maven-3.0.5(3.0.4,3.0.3,3.0.2,3.0.1,3.0.0).csv",-4,0,-3,0.0,0.2,0.010092015434847135
"maven-3.1.0(3.0.5,3.0.4,3.0.3,3.0.2,3.0.1,3.0.0,2.2.1,2.2.0).csv",0,-19,1,1.0,0.5,0.010019185674696228
"maven-3.0.4(3.0.3,3.0.2,3.0.1).csv",-1,1,-8,0.0,0.5,0.009881422924901186
"maven-3.0.5(3.0.4,3.0.3,3.0.2,3.0.1,3.0.0,2.2.1).csv",-6,1,0,0.0,0.5,0.009750812567713976
"maven-3.0.3(3.0.2,3.0.1).csv",-12,-1,-8,0.0,0.2,0.009665427509293681
"maven-3.0.5(3.0.4,3.0.3,3.0.2,3.0.1,3.0.0,2.2.1,2.2.0).csv",0,0,-5,1.0,0.5,0.009476309226932668
"maven-3.1.1(3.1.0,3.0.5,3.0.4,3.0.3,3.0.2).csv",-36,-26,2,0.0,0.2,0.00935399006138556
"maven-3.0.4(3.0.3,3.0.2,3.0.1,3.0.0).csv",-7,-5,1,0.0,0.2,0.009300595238095238
"maven-3.1.1(3.1.0,3.0.5,3.0.4,3.0.3,3.0.2,3.0.1).csv",0,-1,-1,1.0,0.5,0.009295499021526418
"maven-3.1.1(3.1.0,3.0.5,3.0.4,3.0.3).csv",-28,-3,-4,0.0,0.0,0.00911410864017499
"maven-3.1.1(3.1.0,3.0.5,3.0.4,3.0.3,3.0.2,3.0.1,3.0.0).csv",-3,-5,-22,0.0,0.0,0.00904882154882155
maven-3.0.2(3.0.1).csv,-30,-17,-37,0.0,0.0,0.008995502248875561
"maven-3.0.4(3.0.3,3.0.2,3.0.1,3.0.0,2.2.1).csv",-38,-1,1,0.0,0.5,0.008967120557954168
"maven-3.0.3(3.0.2,3.0.1,3.0.0).csv",-6,-4,-38,0.0,0.0,0.008959681433549029
"maven-3.1.1(3.1.0,3.0.5,3.0.4,3.0.3,3.0.2,3.0.1,3.0.0,2.2.1).csv",-1,-2,-12,0.0,0.2,0.008866995073891626
"maven-3.1.1(3.1.0,3.0.5,3.0.4).csv",-3,0,-11,0.0,0.2,0.00872093023255814
"maven-3.1.1(3.1.0,3.0.5,3.0.4,3.0.3,3.0.2,3.0.1,3.0.0,2.2.1,2.2.0).csv",0,-4,-32,1.0,0.2,0.008715000927127759
"maven-3.0.4(3.0.3,3.0.2,3.0.1,3.0.0,2.2.1,2.2.0).csv",-2,0,2,0.0,1.0,0.00871132472213878
"maven-3.0.3(3.0.2,3.0.1,3.0.0,2.2.1).csv",-38,-34,-38,0.0,0.0,0.008576329331046312
"maven-3.0.3(3.0.2,3.0.1,3.0.0,2.2.1,2.2.0).csv",-15,-1,-2,0.0,0.2,0.00830188679245283
"maven-3.0.2(3.0.1,3.0.0).csv",0,-15,-2,1.0,0.2,0.008264462809917356
"maven-3.0.2(3.0.1,3.0.0,2.2.1).csv",-2,-9,-7,0.0,0.2,0.007859733978234583
"maven-3.0.2(3.0.1,3.0.0,2.2.1,2.2.0).csv",-2,1,-1,0.0,0.5,0.007606490872210953
maven-3.0.1(3.0.0).csv,-8,-33,-16,0.0,0.0,0.007530120481927711
"maven-3.0.1(3.0.0,2.2.1).csv",-27,-37,-39,0.0,0.0,0.0070921985815602835
"maven-3.0.1(3.0.0,2.2.1,2.2.0).csv",-5,-1,-7,0.0,0.2,0.006896551724137931
"maven-3.1.1(3.1.0,3.0.5).csv",-38,-26,-11,0.0,0.0,0.006507592190889371
maven-2.2.1(2.2.0).csv,-27,0,-13,0.0,0.2,0.006289308176100629
"maven-3.0.0(2.2.1,2.2.0).csv",-30,-31,-37,0.0,0.0,0.0062402496099844
maven-3.0.0(2.2.1).csv,-10,-3,-24,0.0,0.0,0.006191950464396285
shiro-1.2.1(1.2.0).csv,-24,-13,-30,0.0,0.0,0.0021598272138228943
"shiro-1.2.2(1.2.1,1.2.0).csv",-12,-2,-7,0.0,0.0,0.002157497303128371
shiro-1.2.2(1.2.1).csv,-35,-19,-4,0.0,0.0,0.0021551724137931034
"shiro-1.2.3(1.2.2,1.2.1,1.2.0).csv",-6,-1,-14,0.0,0.2,0.0021551724137931034
"shiro-1.2.3(1.2.2,1.2.1).csv",-18,-37,-10,0.0,0.0,0.002152852529601722
"shiro-1.2.4(1.2.3,1.2.2,1.2.1,1.2.0).csv",-3,-35,-39,0.0,0.0,0.002152852529601722
"shiro-1.2.5(1.2.4,1.2.3,1.2.2,1.2.1,1.2.0).csv",-1,1,-5,0.0,0.5,0.0021514629948364886
shiro-1.2.3(1.2.2).csv,-8,-16,-16,0.0,0.0,0.002150537634408602
"shiro-1.2.4(1.2.3,1.2.2,1.2.1).csv",-27,-14,-2,0.0,0.0,0.002150537634408602
"shiro-1.2.6(1.2.5,1.2.4,1.2.3,1.2.2,1.2.1,1.2.0).csv",-1,1,-2,0.0,0.5,0.002150537634408602
"shiro-1.3.0(1.2.6,1.2.5,1.2.4,1.2.3,1.2.2,1.2.1,1.2.0).csv",-1,1,-1,0.0,0.5,0.00214987714987715
"shiro-1.2.5(1.2.4,1.2.3,1.2.2,1.2.1).csv",-3,-11,-33,0.0,0.0,0.0021493820526598604
"shiro-1.2.6(1.2.5,1.2.4,1.2.3,1.2.2,1.2.1).csv",-26,-11,-33,0.0,0.0,0.0021486892995272885
"shiro-1.2.4(1.2.3,1.2.2).csv",0,-26,-26,1.0,0.2,0.0021482277121374865
"shiro-1.3.0(1.2.6,1.2.5,1.2.4,1.2.3,1.2.2,1.2.1).csv",0,-29,-32,1.0,0.2,0.0021482277121374865
"shiro-1.2.5(1.2.4,1.2.3,1.2.2).csv",-3,-3,2,0.0,0.2,0.0021474588403722263
"shiro-1.2.6(1.2.5,1.2.4,1.2.3,1.2.2).csv",-2,-34,-3,0.0,0.2,0.0021470746108427268
"shiro-1.3.0(1.2.6,1.2.5,1.2.4,1.2.3,1.2.2).csv",-20,-3,-10,0.0,0.0,0.0021468441391155
"shiro-1.3.0(1.2.6,1.2.5).csv",0,-18,-10,1.0,0.2,0.002145922746781116
"shiro-1.2.5(1.2.4,1.2.3).csv",0,-17,-24,1.0,0.2,0.002145922746781116
shiro-1.2.4(1.2.3).csv,-34,-19,-10,0.0,0.0,0.002145922746781116
"shiro-1.3.0(1.2.6,1.2.5,1.2.4).csv",-24,1,-9,0.0,0.2,0.002145922746781116
"shiro-1.3.0(1.2.6,1.2.5,1.2.4,1.2.3).csv",-43,-5,-2,0.0,0.0,0.002145922746781116
"shiro-1.2.6(1.2.5,1.2.4,1.2.3).csv",0,-21,-24,1.0,0.2,0.002145922746781116
"shiro-1.2.6(1.2.5,1.2.4).csv",0,-18,-29,1.0,0.2,0.002145922746781116
shiro-1.2.6(1.2.5).csv,-29,-31,-25,0.0,0.0,0.002145922746781116
shiro-1.3.0(1.2.6).csv,-29,-31,-25,0.0,0.0,0.002145922746781116
shiro-1.2.5(1.2.4).csv,-29,-31,-25,0.0,0.0,0.002145922746781116
"shiro-1.3.1(1.3.0,1.2.6,1.2.5,1.2.4,1.2.3,1.2.2,1.2.1,1.2.0).csv",-1,-18,0,0.0,0.5,0.002133902373966391
"shiro-1.3.1(1.3.0,1.2.6,1.2.5,1.2.4,1.2.3,1.2.2,1.2.1).csv",-1,-19,-28,0.0,0.2,0.002130249543517955
"shiro-1.3.1(1.3.0,1.2.6,1.2.5,1.2.4,1.2.3,1.2.2).csv",-41,0,-3,0.0,0.2,0.002126151665485471
"shiro-1.3.1(1.3.0,1.2.6,1.2.5,1.2.4,1.2.3).csv",-24,-6,-38,0.0,0.0,0.0021213406873143827
"shiro-1.3.1(1.3.0,1.2.6,1.2.5,1.2.4).csv",-24,-36,-12,0.0,0.0,0.0021152829190904283
"shiro-1.3.1(1.3.0,1.2.6,1.2.5).csv",0,-20,-6,1.0,0.2,0.002105263157894737
"shiro-1.3.1(1.3.0,1.2.6).csv",0,0,-3,1.0,0.5,0.0020855057351407717
shiro-1.3.1(1.3.0).csv,0,0,-34,1.0,0.5,0.002028397565922921
"shiro-1.3.1(1.3.0,1.2.6,1.2.5,1.2.4,1.2.3,1.2.2,1.2.1,1.2.0,1.1.0).csv",-1,1,-1,0.0,0.5,0.001937046004842615
"shiro-1.3.0(1.2.6,1.2.5,1.2.4,1.2.3,1.2.2,1.2.1,1.2.0,1.1.0).csv",-2,0,-41,0.0,0.5,0.00192466318394281
"shiro-1.2.6(1.2.5,1.2.4,1.2.3,1.2.2,1.2.1,1.2.0,1.1.0).csv",0,-14,-2,1.0,0.2,0.001892147587511826
"shiro-1.2.5(1.2.4,1.2.3,1.2.2,1.2.1,1.2.0,1.1.0).csv",0,-1,-7,1.0,0.5,0.0018484288354898336
"shiro-1.2.4(1.2.3,1.2.2,1.2.1,1.2.0,1.1.0).csv",-10,-2,-35,0.0,0.0,0.001786511835640911
"shiro-1.2.3(1.2.2,1.2.1,1.2.0,1.1.0).csv",-16,0,-38,0.0,0.2,0.001692047377326565
"shiro-1.2.2(1.2.1,1.2.0,1.1.0).csv",0,-37,-38,1.0,0.2,0.0015290519877675841
"shiro-1.2.1(1.2.0,1.1.0).csv",-35,-28,-31,0.0,0.0,0.001184834123222749
mahout-0.13.0(0.12.0).csv,0,-3,1,1.0,0.5,0.00089126559714795
"mahout-0.13.0(0.12.0,0.11.0).csv",-1,1,-1,0.0,0.5,0.0008775778850372971
"mahout-0.13.0(0.12.0,0.11.0,0.10.0).csv",-2,1,-22,0.0,0.5,0.0008743806470416788
"mahout-0.13.0(0.12.0,0.11.0,0.10.0,0.9).csv",0,0,-3,1.0,0.5,0.0008697542944118286
mahout-0.11.0(0.10.0).csv,0,-1,1,1.0,1.0,0.0008680555555555555
"mahout-0.12.0(0.11.0,0.10.0).csv",0,-5,0,1.0,0.5,0.0008661758336942399
mahout-0.12.0(0.11.0).csv,0,0,-4,1.0,0.5,0.000864304235090752
"mahout-0.12.0(0.11.0,0.10.0,0.9).csv",0,0,-1,1.0,0.5,0.0008628127696289905
"mahout-0.11.0(0.10.0,0.9).csv",0,0,-3,1.0,0.5,0.0008620689655172414
mahout-0.10.0(0.9).csv,-5,1,-4,0.0,0.2,0.0008561643835616438
"mahout-0.13.0(0.12.0,0.11.0,0.10.0,0.9,0.8).csv",0,-6,-1,1.0,0.2,0.0006821282401091405
"mahout-0.12.0(0.11.0,0.10.0,0.9,0.8).csv",0,0,-8,1.0,0.5,0.0006326444538169548
"mahout-0.13.0(0.12.0,0.11.0,0.10.0,0.9,0.8,0.7).csv",0,-2,0,1.0,0.5,0.0005719187875321705
"mahout-0.11.0(0.10.0,0.9,0.8).csv",0,-1,-1,1.0,0.5,0.0005578800557880056
"mahout-0.12.0(0.11.0,0.10.0,0.9,0.8,0.7).csv",0,-2,-3,1.0,0.2,0.0005108991825613079
"mahout-0.13.0(0.12.0,0.11.0,0.10.0,0.9,0.8,0.7,0.6).csv",-2,0,-2,0.0,0.5,0.000484202881007142
"mahout-0.13.0(0.12.0,0.11.0,0.10.0,0.9,0.8,0.7,0.6,0.5).csv",0,-2,-2,1.0,0.2,0.00042744176106005556
"mahout-0.11.0(0.10.0,0.9,0.8,0.7).csv",0,-2,-2,1.0,0.2,0.0004241781548250265
"mahout-0.12.0(0.11.0,0.10.0,0.9,0.8,0.7,0.6).csv",0,0,0,1.0,1.0,0.00042022692253817064
"mahout-0.10.0(0.9,0.8).csv",-15,1,0,0.0,0.5,0.0004110152075626798
"mahout-0.13.0(0.12.0,0.11.0,0.10.0,0.9,0.8,0.7,0.6,0.5,0.4).csv",-1,-3,0,0.0,0.5,0.00038517091959557054
"mahout-0.12.0(0.11.0,0.10.0,0.9,0.8,0.7,0.6,0.5).csv",-1,1,-1,0.0,0.5,0.0003642544924720738
"mahout-0.11.0(0.10.0,0.9,0.8,0.7,0.6).csv",-3,-1,-12,0.0,0.2,0.00033433634236041456
"mahout-0.12.0(0.11.0,0.10.0,0.9,0.8,0.7,0.6,0.5,0.4).csv",-5,-2,-2,0.0,0.0,0.0003238691568606283
"mahout-0.11.0(0.10.0,0.9,0.8,0.7,0.6,0.5).csv",-3,-3,-7,0.0,0.0,0.00028252578047746857
"mahout-0.10.0(0.9,0.8,0.7).csv",-1,1,-4,0.0,0.5,0.000280662363177098
"mahout-0.11.0(0.10.0,0.9,0.8,0.7,0.6,0.5,0.4).csv",0,-3,1,1.0,0.5,0.0002467308166790032
"mahout-0.10.0(0.9,0.8,0.7,0.6).csv",-1,1,-2,0.0,0.5,0.00020703933747412008
"mahout-0.10.0(0.9,0.8,0.7,0.6,0.5).csv",0,-4,0,1.0,0.5,0.00016871941960519654
"mahout-0.10.0(0.9,0.8,0.7,0.6,0.5,0.4).csv",0,0,0,1.0,1.0,0.0001438021282714984
