Dataset,Indicator,shiftA,shiftB,shiftC,other,OOM
ECLIPSE-2007,Ranked1,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0
Metrics-Repo-2010,Ranked1,0.14035087719298245,0.21052631578947367,0.49122807017543857,0.15789473684210525,0.0
JIRA-HA-2019,Ranked1,0.07692307692307693,0.07692307692307693,0.5897435897435898,0.2564102564102564,0.0
JIRA-RA-2019,Ranked1,0.07142857142857142,0.16666666666666666,0.5952380952380952,0.16666666666666666,0.0
MA-SZZ-2020,Ranked1,0.014634146341463415,0.11707317073170732,0.7268292682926829,0.14146341463414633,0.0
IND-JLMIV+R-2020,Ranked1,0.125,0.04807692307692308,0.6538461538461539,0.17307692307692307,0.0
ECLIPSE-2007,Ranked2,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
Metrics-Repo-2010,Ranked2,0.15789473684210525,0.3157894736842105,0.15789473684210525,0.3684210526315789,0.0
JIRA-HA-2019,Ranked2,0.02564102564102564,0.41025641025641024,0.1282051282051282,0.4358974358974359,0.0
JIRA-RA-2019,Ranked2,0.19047619047619047,0.3333333333333333,0.21428571428571427,0.2619047619047619,0.0
MA-SZZ-2020,Ranked2,0.1902439024390244,0.5219512195121951,0.08292682926829269,0.2048780487804878,0.0
IND-JLMIV+R-2020,Ranked2,0.09615384615384616,0.49038461538461536,0.11538461538461539,0.2980769230769231,0.0
ECLIPSE-2007,Ranked3,0.0,0.0,0.0,1.0,0.0
Metrics-Repo-2010,Ranked3,0.19298245614035087,0.14035087719298245,0.14035087719298245,0.5263157894736842,0.0
JIRA-HA-2019,Ranked3,0.28205128205128205,0.05128205128205128,0.1794871794871795,0.48717948717948717,0.0
JIRA-RA-2019,Ranked3,0.2619047619047619,0.14285714285714285,0.047619047619047616,0.5476190476190477,0.0
MA-SZZ-2020,Ranked3,0.3951219512195122,0.14146341463414633,0.06341463414634146,0.4,0.0
IND-JLMIV+R-2020,Ranked3,0.21153846153846154,0.19230769230769232,0.07692307692307693,0.5192307692307693,0.0
ECLIPSE-2007,Top1_overlap,0.6666666666666666,0.3333333333333333,,,
Metrics-Repo-2010,Top1_overlap,0.5087719298245614,0.49122807017543857,,,
JIRA-HA-2019,Top1_overlap,0.41025641025641024,0.5897435897435898,,,
JIRA-RA-2019,Top1_overlap,0.40476190476190477,0.5952380952380952,,,
MA-SZZ-2020,Top1_overlap,0.2731707317073171,0.7268292682926829,,,
IND-JLMIV+R-2020,Top1_overlap,0.34615384615384615,0.6538461538461539,,,
ECLIPSE-2007,Top3_overlap,0.3333333333333333,0.6666666666666666,0.0,0.0,
Metrics-Repo-2010,Top3_overlap,0.2807017543859649,0.43859649122807015,0.0,0.2807017543859649,
JIRA-HA-2019,Top3_overlap,0.3333333333333333,0.4358974358974359,0.0,0.23076923076923078,
JIRA-RA-2019,Top3_overlap,0.2857142857142857,0.38095238095238093,0.0,0.3333333333333333,
MA-SZZ-2020,Top3_overlap,0.18048780487804877,0.33170731707317075,0.0,0.4878048780487805,
IND-JLMIV+R-2020,Top3_overlap,0.22115384615384615,0.5192307692307693,0.0,0.25961538461538464,
